graph_index,label,class_distance_ratio
0,5,0.9326444780503471
1,5,1.0941315409977823
2,5,0.8242151811055991
3,5,0.8017483046778802
4,5,0.28766756068009114
5,5,0.3160934438497205
6,5,1.1165157611407404
7,5,1.3388754994853913
8,5,1.0312585086548267
9,5,0.829475229557795
10,5,0.9142077113838024
11,5,2.210335914933236
12,5,0.12447506705418597
13,5,0.12459307292026978
14,5,1.0008596592200856
15,5,1.1890862800608655
16,5,0.30985813314825067
17,5,0.3338375809842487
18,5,3.380276820672951
19,5,0.8767898077888464
20,5,0.28031994924376025
21,5,0.3227411250867828
22,5,0.7866440534275055
23,5,0.2734915388022287
24,5,0.2935833285435431
25,5,0.30344394062373675
26,5,0.9650638931476215
27,5,0.3290508209657227
28,5,0.3656680552971381
29,5,0.8355205022260015
30,5,0.318380634976724
31,5,0.3460415189732245
32,5,0.6467643817465613
33,5,0.7777030143229992
34,5,1.0055356622744376
35,5,0.13908555508006232
36,5,0.15594947672968948
37,5,1.014354066985646
38,5,1.0160041014371495
39,5,1.1508414496330146
40,5,0.8567649926339035
41,5,0.2477064338238777
42,5,0.0
43,5,0.0
44,5,0.18930032539856112
45,5,0.7326807374079982
46,5,0.6328199192559153
47,5,0.6980427135959753
48,5,0.7728406923373526
49,5,0.2923706806081453
50,5,1.0809062722260905
51,5,0.9566363095592512
52,5,1.1322972616030063
53,5,0.9692706738544936
54,5,0.8713927118630127
55,5,1.0701252670611734
56,5,0.0
57,5,1.2309097239785796
58,5,1.172213108810336
59,5,0.0
60,5,0.25557789427965033
61,5,1.091179436587161
62,5,0.6481331234806259
63,5,0.6189801669840058
64,5,0.9718973467286051
65,5,0.7822500594459609
66,5,0.9718548410458973
67,5,1.1164448645105398
68,5,0.5864057635663409
69,5,0.6538857942948627
70,5,0.9340936473738805
71,5,1.15816472522524
72,5,0.5209961317656578
73,5,0.42685813818696894
74,5,0.2530134331235537
75,5,0.2935198964221681
76,5,0.36322661648216137
77,5,0.32665635163075074
78,5,1.2663897831866113
79,5,1.0511468379572717
80,5,0.9321891909710478
81,5,0.4426554652623853
82,5,0.5077514557588667
83,5,0.46297754504059707
84,5,0.4848336155590725
85,5,0.7519971492044064
86,5,0.7181874501588893
87,5,0.6882887676708236
88,5,0.5907432316884067
89,5,0.8725188244264417
90,5,0.41946653972262776
91,5,0.4118634154868958
92,5,0.910214052061614
93,5,0.45381324678633045
94,5,0.5178297426179541
95,5,4.305531783257761
96,5,1.230298933829667
97,5,0.6320966987372618
98,5,0.9302225521296029
99,5,1.1690999479360984
100,4,0.5070065955289076
101,4,0.5358146938957032
102,4,1.2158243708725767
103,4,0.611329260818397
104,4,0.504833670585146
105,4,0.6633463655702062
106,4,0.6529271001201977
107,4,0.6269233489185867
108,4,1.190696060920312
109,4,0.6451152008419927
110,4,0.9353407085785399
111,4,0.20338868636129995
112,4,0.17911432642037864
113,4,0.7800219986208037
114,4,0.5572828590020164
115,4,1.7281409907677392
116,4,0.9905368760111358
117,4,1.2774207370940542
118,4,0.6087814454176369
119,4,0.9478743668726541
120,4,1.0387762707872457
121,4,0.7365358954330817
122,4,1.0132849344833201
123,4,0.5706280916754032
124,4,0.47364466587971193
125,4,0.7333283388574144
126,4,1.1735833172877648
127,4,0.9921098404333023
128,4,1.0714769493676541
129,4,0.5622329250318068
130,4,0.6266817098278394
131,4,0.9922227960732684
132,4,0.9756322230949804
133,4,0.6046627465450299
134,4,0.943859581429081
135,4,11.859987984744356
136,4,1.2469133703603055
137,4,0.9165936782238203
138,4,1.0561206782125365
139,4,0.8130291129509727
140,4,1.2036064722501998
141,4,0.8879013296102224
142,4,1.041142527466196
143,4,1.0967813691467254
144,4,0.8345723421106237
145,4,0.559472210426687
146,4,0.39136653883969236
147,4,0.26907397182293763
148,4,0.25939595407461613
149,4,1.1109998103916365
150,4,0.7710772955278294
151,4,0.9011272260100899
152,4,0.6090937997868455
153,4,0.6000391384479752
154,4,1.0532860257345606
155,4,0.7917730288192122
156,4,0.8265867470240905
157,4,1.0136592095837489
158,4,1.0694171348001806
159,4,0.7578188192135576
160,4,0.709723414698237
161,4,0.7723681658805996
162,4,0.6548661658095848
163,4,0.7367919438731869
164,4,0.5916116561382314
165,4,1.1668596752523295
166,4,1.0988232468465622
167,4,1.067880819770169
168,4,0.5777330896972314
169,4,0.9116212259123965
170,4,0.29486236851281966
171,4,0.9041254169351928
172,4,0.6678701727120064
173,4,0.3142777633946102
174,4,0.8974137857819992
