graph_index,label,class_distance_ratio
0,1,0.0
1,0,0.47107767183759736
2,0,0.3855613444308578
3,1,0.07397671566002642
4,0,0.2
5,1,0.3730430150206717
6,0,0.8070235913603158
7,1,0.26138444888353174
8,0,0.45611023585183347
9,1,0.2737707437603429
10,1,0.46399588558585586
11,1,0.11915428892252865
12,1,0.11933814216799829
13,0,0.4994112491607666
14,1,0.09473613006064989
15,1,0.15341600178274767
16,0,0.274870927667689
17,1,0.5384449342627091
18,0,0.523379313742162
19,1,0.24760819891624103
20,1,0.25
21,1,0.25955882144123776
22,1,0.05621450503003581
23,1,0.2407787661997654
24,1,0.25955882144123776
25,1,1.0
26,1,0.0
27,1,0.25955882144123776
28,1,0.6828895624970098
29,1,0.01891538820760216
30,1,0.10547893619930568
31,1,0.6896169492526839
32,1,0.4326885914165063
33,0,1.1764705882352942
34,1,0.26252311785323007
35,0,0.38095238095238093
36,1,1.1207509422291457
37,0,1.0869565217391304
38,0,0.48510812831909106
39,0,0.5405405405405406
40,1,0.25955882144123776
41,0,0.5242640614509583
42,1,0.11305595046535197
43,1,0.0
44,1,0.4827586206896552
45,1,0.0
46,1,0.0
47,1,0.34845327488968547
48,1,0.0
49,1,0.5833333333333334
50,1,0.0
51,1,0.062002048941270795
52,1,0.23436653444467648
53,1,1.92
54,0,0.36363636363636365
55,1,0.34213859108885175
56,1,0.45454545454545453
57,1,0.050314998339372016
58,1,0.05621450503003581
59,1,0.5058094130622016
60,1,0.25955882144123776
61,0,0.49970944166930553
62,1,1.2095775764465706
63,1,0.27880862481372237
64,0,2.3249578972657523
65,0,1.25
66,1,0.19184474392685152
67,1,0.0
68,1,0.26393030618039814
69,0,0.6504483254578729
70,1,0.06435114428748093
71,1,0.6825232789158542
72,0,0.6363636363636364
73,1,0.1410240271157341
74,1,0.2
75,0,0.36507936507936506
76,0,0.45454545454545453
77,0,0.6353347047299415
78,1,0.6575342465753424
79,1,0.0713380387556414
80,1,0.56
81,1,0.12856107572999192
82,1,3.368271992477147
83,0,0.22183741775213503
84,1,0.07492167795958897
85,1,0.018989780767524084
86,1,1.079496833615333
87,0,0.5082330076758684
88,0,1.1
89,1,0.0
90,1,0.050314998339372016
91,1,0.0
92,1,0.0
93,1,0.09473613006064989
94,1,0.40932952129705447
95,1,0.36716358334607385
96,1,0.23781119284593258
97,0,0.4441876116398191
98,1,0.19835675890151
99,0,1.0
100,1,0.0
101,1,0.6186289092564431
102,1,0.0
103,1,0.0
104,1,0.7962731346147212
105,1,0.1509527121106855
106,1,0.07945698725434833
107,1,0.12945925240504622
108,1,0.04736829390119342
109,0,2.9545454545454546
110,0,0.25588981388194415
111,1,0.0
112,0,1.092801407808982
113,0,0.625
114,1,0.0
115,0,0.4617475802118182
116,1,0.5
117,1,0.0
118,0,3.25
119,0,0.35184394195554375
120,1,0.08075329858080588
121,1,0.1824180279312936
122,0,0.5311118108514892
123,0,0.18624061543752973
124,1,0.0
125,1,0.18392476503335486
126,1,0.23271745650909767
127,1,0.0
128,0,0.5221715752537979
129,0,0.21042510275215082
130,0,1.4709856116757538
131,0,0.3258136838560008
132,0,0.5192307692307693
133,1,0.0
134,0,0.44999357384083455
135,1,0.08386261783926972
136,1,0.10547893619930568
137,0,0.45588179256605066
138,0,0.23156849743135605
139,1,0.5384615384615384
140,0,0.21909406406118706
141,0,1.08
142,0,0.20613016830944916
143,0,0.2585786449186182
144,1,1.25
145,1,1.0
146,0,0.34535582493058353
147,1,0.0
148,1,0.0
149,0,0.8673204064778174
150,1,0.92
151,1,0.19078390872438547
152,1,0.0
153,0,0.7101176571668404
154,0,1.0
155,0,0.4361302109750782
156,1,0.0
157,1,0.2543852542020886
158,1,0.0
159,0,0.6164262973818275
160,1,0.0
161,1,0.41195277864001284
162,1,0.0
163,1,0.11743665667199811
164,1,0.11368335607277986
165,1,0.3203841589444529
166,1,0.0
167,0,0.3601857100223596
168,1,1.0
169,1,0.3079712589802837
170,1,1.1772497621449558
171,1,1.0180092842682549
172,1,0.23271745650909767
173,1,0.12643604040346396
174,0,0.34177215189873417
175,1,0.0
176,1,0.18060302808290873
177,1,1.15
178,0,0.7478398058328333
179,1,0.04736829390119342
180,0,0.26441172331399465
181,0,0.41421356652571356
182,1,0.0
183,1,0.15520444753816828
184,0,1.202267719643236
185,0,0.39022176771454364
186,1,0.1824180279312936
187,0,3.935028881994279
